GAME,DATE,VISITOR,HOME,VISITOR_a,HOME_a,MATCHUP_HOME,MATCHUP_AWAY
286,11/26/2022,Dallas,Toronto,Dallas,Toronto,TOR vs. DAL,DAL @ TOR
287,11/26/2022,Oklahoma City,Houston,Oklahoma City,Houston,HOU vs. OKC,OKC @ HOU
288,11/26/2022,L.A. Lakers,San Antonio,LAL,San Antonio,SAS vs. LAL,LAL @ SAS
289,11/26/2022,Utah,Phoenix,Utah,Phoenix,PHX vs. UTA,UTA @ PHX
290,11/27/2022,Portland,Brooklyn,Portland,Brooklyn,BKN vs. POR,POR @ BKN
291,11/27/2022,Golden State,Minnesota,Golden State,Minnesota,MIN vs. GSW,GSW @ MIN
292,11/27/2022,Indiana,LA Clippers,Indiana,LAC,LAC vs. IND,IND @ LAC
293,11/27/2022,Miami,Atlanta,Miami,Atlanta,ATL vs. MIA,MIA @ ATL
294,11/27/2022,Washington,Boston,Washington,Boston,BOS vs. WAS,WAS @ BOS
295,11/27/2022,Cleveland,Detroit,Cleveland,Detroit,DET vs. CLE,CLE @ DET
296,11/27/2022,Memphis,New York,Memphis,New York,NYK vs. MEM,MEM @ NYK
297,11/27/2022,Philadelphia,Orlando,Philadelphia,Orlando,ORL vs. PHI,PHI @ ORL
298,11/27/2022,Dallas,Milwaukee,Dallas,Milwaukee,MIL vs. DAL,DAL @ MIL
299,11/28/2022,Atlanta,Philadelphia,Atlanta,Philadelphia,PHI vs. ATL,ATL @ PHI
300,11/28/2022,Minnesota,Washington,Minnesota,Washington,WAS vs. MIN,MIN @ WAS
301,11/28/2022,Charlotte,Boston,Charlotte,Boston,BOS vs. CHA,CHA @ BOS
302,11/28/2022,Orlando,Brooklyn,Orlando,Brooklyn,BKN vs. ORL,ORL @ BKN
303,11/28/2022,Cleveland,Toronto,Cleveland,Toronto,TOR vs. CLE,CLE @ TOR
304,11/28/2022,Oklahoma City,New Orleans,Oklahoma City,New Orleans,NOP vs. OKC,OKC @ NOP
305,11/28/2022,Houston,Denver,Houston,Denver,DEN vs. HOU,HOU @ DEN
306,11/28/2022,Chicago,Utah,Chicago,Utah,UTA vs. CHI,CHI @ UTA
307,11/28/2022,Phoenix,Sacramento,Phoenix,Sacramento,SAC vs. PHX,PHX @ SAC
308,11/28/2022,Indiana,L.A. Lakers,Indiana,LAL,LAL vs. IND,IND @ LAL
309,11/29/2022,New York,Detroit,New York,Detroit,DET vs. NYK,NYK @ DET
310,11/29/2022,Golden State,Dallas,Golden State,Dallas,DAL vs. GSW,GSW @ DAL
311,11/29/2022,LA Clippers,Portland,LAC,Portland,POR vs. LAC,LAC @ POR
312,11/30/2022,Philadelphia,Cleveland,Philadelphia,Cleveland,CLE vs. PHI,PHI @ CLE
313,11/30/2022,Atlanta,Orlando,Atlanta,Orlando,ORL vs. ATL,ATL @ ORL
314,11/30/2022,Miami,Boston,Miami,Boston,BOS vs. MIA,MIA @ BOS
315,11/30/2022,Washington,Brooklyn,Washington,Brooklyn,BKN vs. WAS,WAS @ BKN
316,11/30/2022,Milwaukee,New York,Milwaukee,New York,NYK vs. MIL,MIL @ NYK
317,11/30/2022,Memphis,Minnesota,Memphis,Minnesota,MIN vs. MEM,MEM @ MIN
318,11/30/2022,Toronto,New Orleans,Toronto,New Orleans,NOP vs. TOR,TOR @ NOP
319,11/30/2022,San Antonio,Oklahoma City,San Antonio,Oklahoma City,OKC vs. SAS,SAS @ OKC
320,11/30/2022,Houston,Denver,Houston,Denver,DEN vs. HOU,HOU @ DEN
321,11/30/2022,Chicago,Phoenix,Chicago,Phoenix,PHX vs. CHI,CHI @ PHX
322,11/30/2022,LA Clippers,Utah,LAC,Utah,UTA vs. LAC,LAC @ UTA
323,11/30/2022,Indiana,Sacramento,Indiana,Sacramento,SAC vs. IND,IND @ SAC
324,11/30/2022,Portland,L.A. Lakers,Portland,LAL,LAL vs. POR,POR @ LAL
325,12/1/2022,Dallas,Detroit,Dallas,Detroit,DET vs. DAL,DAL @ DET
326,12/2/2022,Washington,Charlotte,Washington,Charlotte,CHA vs. WAS,WAS @ CHA
327,12/2/2022,Denver,Atlanta,Denver,Atlanta,ATL vs. DEN,DEN @ ATL
328,12/2/2022,Miami,Boston,Miami,Boston,BOS vs. MIA,MIA @ BOS
329,12/2/2022,Toronto,Brooklyn,Toronto,Brooklyn,BKN vs. TOR,TOR @ BKN
330,12/2/2022,Orlando,Cleveland,Orlando,Cleveland,CLE vs. ORL,ORL @ CLE
331,12/2/2022,L.A. Lakers,Milwaukee,LAL,Milwaukee,MIL vs. LAL,LAL @ MIL
332,12/2/2022,Philadelphia,Memphis,Philadelphia,Memphis,MEM vs. PHI,PHI @ MEM
333,12/2/2022,New Orleans,San Antonio,New Orleans,San Antonio,SAS vs. NOP,NOP @ SAS
334,12/2/2022,Houston,Phoenix,Houston,Phoenix,PHX vs. HOU,HOU @ PHX
335,12/2/2022,Indiana,Utah,Indiana,Utah,UTA vs. IND,IND @ UTA
336,12/2/2022,Chicago,Golden State,Chicago,Golden State,GSW vs. CHI,CHI @ GSW
337,12/3/2022,Dallas,New York,Dallas,New York,NYK vs. DAL,DAL @ NYK
338,12/3/2022,Sacramento,LA Clippers,Sacramento,LAC,LAC vs. SAC,SAC @ LAC
339,12/3/2022,Milwaukee,Charlotte,Milwaukee,Charlotte,CHA vs. MIL,MIL @ CHA
340,12/3/2022,Orlando,Toronto,Orlando,Toronto,TOR vs. ORL,ORL @ TOR
341,12/3/2022,Oklahoma City,Minnesota,Oklahoma City,Minnesota,MIN vs. OKC,OKC @ MIN
342,12/3/2022,Houston,Golden State,Houston,Golden State,GSW vs. HOU,HOU @ GSW
343,12/3/2022,Portland,Utah,Portland,Utah,UTA vs. POR,POR @ UTA
344,12/4/2022,Denver,New Orleans,Denver,New Orleans,NOP vs. DEN,DEN @ NOP
345,12/4/2022,Phoenix,San Antonio,Phoenix,San Antonio,SAS vs. PHX,PHX @ SAS
346,12/4/2022,Boston,Brooklyn,Boston,Brooklyn,BKN vs. BOS,BOS @ BKN
347,12/4/2022,Memphis,Detroit,Memphis,Detroit,DET vs. MEM,MEM @ DET
348,12/4/2022,Cleveland,New York,Cleveland,New York,NYK vs. CLE,CLE @ NYK
349,12/4/2022,L.A. Lakers,Washington,LAL,Washington,WAS vs. LAL,LAL @ WAS
350,12/4/2022,Chicago,Sacramento,Chicago,Sacramento,SAC vs. CHI,CHI @ SAC
351,12/4/2022,Indiana,Portland,Indiana,Portland,POR vs. IND,IND @ POR
352,12/5/2022,LA Clippers,Charlotte,LAC,Charlotte,CHA vs. LAC,LAC @ CHA
353,12/5/2022,Milwaukee,Orlando,Milwaukee,Orlando,ORL vs. MIL,MIL @ ORL
354,12/5/2022,Oklahoma City,Atlanta,Oklahoma City,Atlanta,ATL vs. OKC,OKC @ ATL
355,12/5/2022,Boston,Toronto,Boston,Toronto,TOR vs. BOS,BOS @ TOR
356,12/5/2022,Philadelphia,Houston,Philadelphia,Houston,HOU vs. PHI,PHI @ HOU
357,12/5/2022,Miami,Memphis,Miami,Memphis,MEM vs. MIA,MIA @ MEM
358,12/5/2022,Phoenix,Dallas,Phoenix,Dallas,DAL vs. PHX,PHX @ DAL
359,12/5/2022,Indiana,Golden State,Indiana,Golden State,GSW vs. IND,IND @ GSW
360,12/6/2022,L.A. Lakers,Cleveland,LAL,Cleveland,CLE vs. LAL,LAL @ CLE
361,12/6/2022,Detroit,Miami,Detroit,Miami,MIA vs. DET,DET @ MIA
362,12/6/2022,Dallas,Denver,Dallas,Denver,DEN vs. DAL,DAL @ DEN
363,12/7/2022,LA Clippers,Orlando,LAC,Orlando,ORL vs. LAC,LAC @ ORL
364,12/7/2022,Charlotte,Brooklyn,Charlotte,Brooklyn,BKN vs. CHA,CHA @ BKN
365,12/7/2022,Atlanta,New York,Atlanta,New York,NYK vs. ATL,ATL @ NYK
366,12/7/2022,L.A. Lakers,Toronto,LAL,Toronto,TOR vs. LAL,LAL @ TOR
367,12/7/2022,Washington,Chicago,Washington,Chicago,CHI vs. WAS,WAS @ CHI
368,12/7/2022,Oklahoma City,Memphis,Oklahoma City,Memphis,MEM vs. OKC,OKC @ MEM
369,12/7/2022,Sacramento,Milwaukee,Sacramento,Milwaukee,MIL vs. SAC,SAC @ MIL
370,12/7/2022,Indiana,Minnesota,Indiana,Minnesota,MIN vs. IND,IND @ MIN
371,12/7/2022,Detroit,New Orleans,Detroit,New Orleans,NOP vs. DET,DET @ NOP
372,12/7/2022,Golden State,Utah,Golden State,Utah,UTA vs. GSW,GSW @ UTA
373,12/7/2022,Boston,Phoenix,Boston,Phoenix,PHX vs. BOS,BOS @ PHX
374,12/8/2022,LA Clippers,Miami,LAC,Miami,MIA vs. LAC,LAC @ MIA
375,12/8/2022,Houston,San Antonio,Houston,San Antonio,SAS vs. HOU,HOU @ SAS
376,12/8/2022,Denver,Portland,Denver,Portland,POR vs. DEN,DEN @ POR
377,12/9/2022,New York,Charlotte,New York,Charlotte,CHA vs. NYK,NYK @ CHA
378,12/9/2022,Washington,Indiana,Washington,Indiana,IND vs. WAS,WAS @ IND
379,12/9/2022,Toronto,Orlando,Toronto,Orlando,ORL vs. TOR,TOR @ ORL
380,12/9/2022,Atlanta,Brooklyn,Atlanta,Brooklyn,BKN vs. ATL,ATL @ BKN
381,12/9/2022,Sacramento,Cleveland,Sacramento,Cleveland,CLE vs. SAC,SAC @ CLE
382,12/9/2022,L.A. Lakers,Philadelphia,LAL,Philadelphia,PHI vs. LAL,LAL @ PHI
383,12/9/2022,Detroit,Memphis,Detroit,Memphis,MEM vs. DET,DET @ MEM
384,12/9/2022,Phoenix,New Orleans,Phoenix,New Orleans,NOP vs. PHX,PHX @ NOP
385,12/9/2022,Minnesota,Utah,Minnesota,Utah,UTA vs. MIN,MIN @ UTA
386,12/9/2022,Milwaukee,Dallas,Milwaukee,Dallas,DAL vs. MIL,MIL @ DAL
387,12/10/2022,San Antonio,Miami,San Antonio,Miami,MIA vs. SAS,SAS @ MIA
388,12/10/2022,Brooklyn,Indiana,Brooklyn,Indiana,IND vs. BKN,BKN @ IND
389,12/10/2022,LA Clippers,Washington,LAC,Washington,WAS vs. LAC,LAC @ WAS
390,12/10/2022,Oklahoma City,Cleveland,Oklahoma City,Cleveland,CLE vs. OKC,OKC @ CLE
391,12/10/2022,Dallas,Chicago,Dallas,Chicago,CHI vs. DAL,DAL @ CHI
392,12/10/2022,Boston,Golden State,Boston,Golden State,GSW vs. BOS,BOS @ GSW
393,12/10/2022,Utah,Denver,Utah,Denver,DEN vs. UTA,UTA @ DEN
394,12/10/2022,Minnesota,Portland,Minnesota,Portland,POR vs. MIN,MIN @ POR
395,12/11/2022,Phoenix,New Orleans,Phoenix,New Orleans,NOP vs. PHX,PHX @ NOP
396,12/11/2022,L.A. Lakers,Detroit,LAL,Detroit,DET vs. LAL,LAL @ DET
397,12/11/2022,Sacramento,New York,Sacramento,New York,NYK vs. SAC,SAC @ NYK
398,12/11/2022,Toronto,Orlando,Toronto,Orlando,ORL vs. TOR,TOR @ ORL
399,12/11/2022,Charlotte,Philadelphia,Charlotte,Philadelphia,PHI vs. CHA,CHA @ PHI
400,12/11/2022,Chicago,Atlanta,Chicago,Atlanta,ATL vs. CHI,CHI @ ATL
401,12/11/2022,Milwaukee,Houston,Milwaukee,Houston,HOU vs. MIL,MIL @ HOU
402,12/12/2022,Miami,Indiana,Miami,Indiana,IND vs. MIA,MIA @ IND
403,12/12/2022,Brooklyn,Washington,Brooklyn,Washington,WAS vs. BKN,BKN @ WAS
404,12/12/2022,Atlanta,Memphis,Atlanta,Memphis,MEM vs. ATL,ATL @ MEM
405,12/12/2022,Oklahoma City,Dallas,Oklahoma City,Dallas,DAL vs. OKC,OKC @ DAL
406,12/12/2022,Cleveland,San Antonio,Cleveland,San Antonio,SAS vs. CLE,CLE @ SAS
407,12/12/2022,Minnesota,Portland,Minnesota,Portland,POR vs. MIN,MIN @ POR
408,12/12/2022,Boston,LA Clippers,Boston,LAC,LAC vs. BOS,BOS @ LAC
409,12/13/2022,Sacramento,Philadelphia,Sacramento,Philadelphia,PHI vs. SAC,SAC @ PHI
410,12/13/2022,Golden State,Milwaukee,Golden State,Milwaukee,MIL vs. GSW,GSW @ MIL
411,12/13/2022,Phoenix,Houston,Phoenix,Houston,HOU vs. PHX,PHX @ HOU
412,12/13/2022,New Orleans,Utah,New Orleans,Utah,UTA vs. NOP,NOP @ UTA
413,12/13/2022,Boston,L.A. Lakers,Boston,LAL,LAL vs. BOS,BOS @ LAL
414,12/14/2022,Detroit,Charlotte,Detroit,Charlotte,CHA vs. DET,DET @ CHA
415,12/14/2022,Golden State,Indiana,Golden State,Indiana,IND vs. GSW,GSW @ IND
416,12/14/2022,Atlanta,Orlando,Atlanta,Orlando,ORL vs. ATL,ATL @ ORL
417,12/14/2022,Sacramento,Toronto,Sacramento,Toronto,TOR vs. SAC,SAC @ TOR
418,12/14/2022,New York,Chicago,New York,Chicago,CHI vs. NYK,NYK @ CHI
419,12/14/2022,Miami,Oklahoma City,Miami,Oklahoma City,OKC vs. MIA,MIA @ OKC
420,12/14/2022,Portland,San Antonio,Portland,San Antonio,SAS vs. POR,POR @ SAS
421,12/14/2022,Cleveland,Dallas,Cleveland,Dallas,DAL vs. CLE,CLE @ DAL
422,12/14/2022,Washington,Denver,Washington,Denver,DEN vs. WAS,WAS @ DEN
423,12/14/2022,Minnesota,LA Clippers,Minnesota,LAC,LAC vs. MIN,MIN @ LAC
424,12/15/2022,Miami,Houston,Miami,Houston,HOU vs. MIA,MIA @ HOU
425,12/15/2022,Milwaukee,Memphis,Milwaukee,Memphis,MEM vs. MIL,MIL @ MEM
426,12/15/2022,New Orleans,Utah,New Orleans,Utah,UTA vs. NOP,NOP @ UTA
427,12/15/2022,Phoenix,LA Clippers,Phoenix,LAC,LAC vs. PHX,PHX @ LAC
428,12/16/2022,Atlanta,Charlotte,Atlanta,Charlotte,CHA vs. ATL,ATL @ CHA
429,12/16/2022,Sacramento,Detroit,Sacramento,Detroit,DET vs. SAC,SAC @ DET
430,12/16/2022,Orlando,Boston,Orlando,Boston,BOS vs. ORL,ORL @ BOS
431,12/16/2022,Indiana,Cleveland,Indiana,Cleveland,CLE vs. IND,IND @ CLE
432,12/16/2022,Golden State,Philadelphia,Golden State,Philadelphia,PHI vs. GSW,GSW @ PHI
433,12/16/2022,Brooklyn,Toronto,Brooklyn,Toronto,TOR vs. BKN,BKN @ TOR
434,12/16/2022,New York,Chicago,New York,Chicago,CHI vs. NYK,NYK @ CHI
435,12/16/2022,Minnesota,Oklahoma City,Minnesota,Oklahoma City,OKC vs. MIN,MIN @ OKC
436,12/16/2022,Portland,Dallas,Portland,Dallas,DAL vs. POR,POR @ DAL
437,12/16/2022,Denver,L.A. Lakers,Denver,LAL,LAL vs. DEN,DEN @ LAL
